,user_id,bsks
2236,2236,"[[4288, 348, 3085, 3806, 1149, 2298, 2894, 1348, 2839, 685, 5603, 5800, 2693, 4140], [24, 5603, 2918, 1505, 3154, 4532, 2917, 2191, 3318, 293, 21, 1875, 1540, 11, 728, 1378], [5047, 339, 2917, 44, 2150, 6041, 3660], [718, 3612, 357, 5915], [3136, 989, 5419, 8121, 5810, 552, 8123, 728, 2917, 2488, 293, 8141, 339, 233, 7882, 3973, 4912, 25], [486, 2917, 2918], [7570, 941, 2294, 1447, 8163, 6409, 4961, 6864, 820, 8009, 1378, 1013, 5603], [7110, 5915], [3799, 7522, 7718, 952, 7882, 2856, 948, 4532], [2917, 6549, 3204, 602, 177], [8479, 8381, 2191, 6334, 7301, 278, 2066, 1013, 24, 7110, 5529, 3204, 21, 177, 5603, 44, 3117, 2455, 7978, 4801]]"
2237,2237,"[[2538, 3349], [530], [358, 1497, 4234, 5298, 1315, 2917, 1902], [2011, 618]]"
2238,2238,"[[2724, 3259, 3572, 1793, 2904], [4471, 4727], [4994, 931, 4265, 100, 160, 2105, 1648, 109, 521, 4727, 740, 8173, 4471], [4938, 294, 234, 100, 72, 150, 3546, 19, 1873, 1106, 242, 2105, 2167], [4471, 2301, 4994, 4265, 2105, 2441]]"
2239,2239,"[[3221, 4536, 4766, 2770, 4009, 412], [840, 1841, 586], [698, 1140, 1389], [35], [8028, 7888, 2204, 7784, 3140, 77, 4083, 5313, 1389, 139, 1329, 63, 182, 3205, 1883, 1050], [952, 4190], [2782, 7619, 298, 4706, 4683], [493, 2337, 3052, 466, 6064, 1873], [4818, 446, 804, 5297, 298]]"
2240,2240,"[[4517, 988, 1226, 2909, 4596, 4342, 4693, 106, 378, 99, 243, 4832, 4845], [5197, 6209, 6514], [6061, 843, 2260, 4329, 44], [44, 4391], [1890, 394, 44, 15, 267], [596, 181, 1803, 1378, 7186, 44, 101, 279, 651, 1197], [44], [8383, 1529], [4634, 4763, 4636, 801], [357, 69, 6364, 8480]]"
2241,2241,"[[2170, 1873, 126, 2341, 1342], [2604, 1648, 5473], [24, 2604], [638], [3457], [1228, 44, 3210], [2503, 477, 460]]"
2242,2242,"[[4519, 4067, 713, 4740], [50, 4152, 1428, 4110, 6115, 842, 1245, 2926, 4740, 2559, 561, 2152, 1953], [24, 3609, 4067, 2010], [285, 5878, 4449, 1574, 818], [4219, 1679, 2582, 5632, 1245, 2191, 3609, 5357, 706], [1693, 3318, 1245, 2559, 6104, 1477, 2373, 871], [964, 4219, 1235, 2181], [251, 819, 6541, 653, 1590, 1428, 6001, 1269], [4067, 2521], [7751, 922, 1910], [5635, 2191, 2674, 6127, 1986, 4468, 4667, 1174, 7383, 7751], [6367, 399, 5366, 774, 1245, 4545, 818, 4787, 285], [3318, 6503, 3746, 2524, 2928, 3889, 4210, 3101, 3495], [1439, 348, 6521, 2958, 4740, 336, 7751, 986, 2338], [634, 1648, 4067, 755, 3609], [5664, 3158, 922, 5705, 632], [4774, 249, 6824, 947, 251, 1778, 5517], [5808], [8316, 1955, 2958, 1439, 8278, 2481, 871], [80, 285, 871, 7751, 1955, 2958, 842, 2470, 3295, 3155], [4271, 8220, 2739, 6716, 7875, 871, 3007, 273], [3495, 555, 4114, 911, 2385, 3157], [5335, 1930, 7433, 637, 4449, 2010, 561, 5315, 89, 2481], [5315, 561, 864, 842, 361, 2807, 249], [8278, 56, 4610, 3609], [6824, 4730, 2191, 7751, 4236, 2674], [554, 5635, 6536, 7790, 4067, 1778, 3398, 1679, 4381], [1414, 3977, 4357, 6530, 3407]]"
2243,2243,"[[2337, 179, 126, 2604, 2476], [7248, 5047], [7002, 8110], [5915, 2516], [24]]"
2244,2244,"[[1440, 2617, 1350, 24, 3085, 826, 1839, 3338, 2659, 414, 910, 1694, 957, 908, 1984, 134, 3501, 36, 4051, 1349, 2760, 3149, 780], [24, 1378], [1540, 898, 739, 127, 2702, 128, 3071, 540, 604, 3790, 2760, 134, 414, 3716], [115, 2481, 952, 3308, 1883, 2387, 7908, 4592, 4349], [6043], [6171, 5304, 3612, 5516, 2105], [1287, 1204, 189, 1792, 1228, 219, 991, 1675, 709], [3209, 24, 7002, 8340], [82, 3204]]"
2245,2245,"[[322, 250, 991, 4570, 389, 2160, 69, 2720, 4324, 249, 4798, 357, 189], [129, 3256, 5200], [2681, 2657, 460], [394, 3259, 1444, 7458], [44, 2419, 1974, 909, 209], [36, 2419, 249], [4446, 1594, 7106, 1916, 7830], [602, 322, 1786, 5450, 47, 2746, 193, 6712, 4924, 7, 4853, 5641, 1925, 338, 4805], [564, 2470, 1139, 5405, 24, 5629, 56, 828, 666, 5940, 5293], [936, 2832, 1630, 3192, 30, 806], [3398, 795, 5293, 8238, 4239, 542], [8238, 1098, 556, 1551, 429, 7189, 1345, 1925, 7203], [3259, 8493, 1753, 2735, 4004, 323, 922, 1885, 2681, 1852, 8248, 8131, 429, 4855, 7002, 2657, 551, 6341, 4997]]"
2246,2246,"[[845, 4546, 986], [5786, 1676, 2730, 273, 7210, 4249, 5295, 3724], [2796, 3944, 4890], [6260, 4546, 5872, 709, 1213, 7859, 2114, 7601, 4570, 1415, 4236, 7210, 225, 1691, 3912, 6114, 90], [2840, 3981, 2850, 1213, 986], [986, 1178, 1213, 1619], [4177, 986, 7748, 4546, 1749, 4771], [4865, 4546]]"
2247,2247,"[[713, 2874, 454, 4304, 685, 2764, 56, 864, 1691], [713, 4006, 3239, 1847], [7197, 1844, 2147], [1288, 4236], [2124, 1691, 1137, 4304, 1765], [2915, 5351, 7746, 6591, 4304, 2874, 7189, 8007, 6934, 1078, 685, 7408], [128, 7015], [2915, 713, 2885, 5403, 1458, 4304], [8245, 5431, 380, 5647, 1224], [868, 2885, 4236, 1189, 2674, 5559], [4304, 1107, 560, 1224, 7005, 7002, 2124], [3414, 5082, 2998, 1288, 1267]]"
2248,2248,"[[3298, 1023, 728, 1695, 345, 1645, 1258, 3779, 2909, 4131, 2961, 1367, 4911, 4913, 2160, 1564, 989, 443, 292, 1678, 1638, 1426, 4441, 5168, 5169, 100, 3341], [4913, 3781, 3341, 1790, 4031, 5527, 2878, 732, 1695, 6920, 178, 7788, 5705, 6955, 100, 989, 508, 5521, 4441, 5744, 1394, 1176, 5577], [1929, 4386, 1612, 1645, 3556, 6831, 3082, 3341, 100, 3994, 989, 6286, 729, 345, 1695, 8073], [361, 1695, 4386, 127, 240, 6115, 5733, 3341, 1447, 5851, 3994, 100, 3816, 5705, 8110, 868, 266, 345, 7124, 4031, 989, 7190, 3853, 4374, 1759], [2878, 989, 24, 1023, 3987, 2626, 2835, 577, 100, 33, 7918, 101, 7869, 3208, 8222, 1426, 4470, 2505, 4443, 1564, 436, 1071, 3994]]"
2249,2249,"[[2681, 4547, 4548, 1691, 3802, 370, 292, 4054, 24, 4373, 1224, 2262, 55, 4701, 310, 3369, 348, 4817, 1678, 3420, 4284], [2694, 6293, 24, 215, 3201, 675, 2371, 5207, 4919], [5207, 728, 7537, 1648, 5814, 1234, 601, 2357, 1081, 2262, 5863, 675, 7859, 5795, 1612, 7, 5434, 4068], [7203, 4416, 4584, 4511, 3717, 4919, 5868, 55, 5207, 8356, 8238, 8256], [3697, 4504, 8437, 602, 7829, 739, 1446, 5207, 6944, 3612, 3717, 4919, 362, 5679]]"
2250,2250,"[[4064, 4718, 95], [3208, 1726, 840, 1635, 563, 209, 3925, 862, 2674, 3308], [3381, 95, 7203, 1359], [6453, 281, 373, 7744, 6049]]"
2251,2251,"[[4348, 270, 51, 1915, 4324, 24, 2481, 205, 637, 225], [121, 68, 1107, 3652, 4772, 623, 2124], [24, 637, 44, 6324, 2734], [44, 249, 8146, 51, 5055, 251, 2734, 1009, 4696, 7333, 1567], [8360, 5421, 249], [24, 8129, 51], [6031, 147, 167, 2939, 5603, 249, 1288, 4434], [429, 5157, 305, 2076, 799, 51]]"
2252,2252,"[[3113, 1224, 1183, 101], [1446, 5228, 1580], [35, 3742, 722, 1446, 913, 2255, 1974, 1270, 1265, 851], [1446, 2368, 4501], [7994, 340, 200, 7888, 1446]]"
2253,2253,"[[4524, 814, 1378], [6500, 5506], [1934, 7197], [5906, 47, 4689, 1378, 4316, 7197], [7393], [7947, 2018, 82], [828, 908, 5524, 3142, 1738], [926, 5214, 7641]]"
2254,2254,"[[826, 1824, 2116, 965, 3912, 4680, 248, 3369, 1492, 2904, 466, 126, 4409], [355, 4245, 2241, 563], [40, 915, 1279], [1378, 638, 44, 2430, 6163, 2141, 385], [250, 3349, 7818, 364, 2107], [3786, 4245, 8110, 8158], [823], [915, 248, 8378, 3349, 2640, 1309, 563, 1152, 2073, 787, 4595, 2552], [4245, 4965, 5516, 4148], [2241]]"
2255,2255,"[[1235, 835, 3070, 24, 340, 173, 1252, 977, 200, 3312, 2609], [742, 2265, 7111, 7858, 33, 266], [230, 144, 513, 883, 134, 2063], [5950, 2301, 2105, 5516, 241, 84, 22, 513, 3833, 144, 762]]"
2256,2256,"[[4526, 4022, 4806], [389, 5393], [6567, 40], [1146, 6006, 2904, 6027], [970, 6482], [3451, 3139, 4446, 5037, 3320], [389], [429, 112, 3618, 1146, 44, 3942, 1247, 2140], [3607, 1260], [8417], [1335, 4690, 2537, 332], [8163, 6904], [1564], [6318, 6209], [633, 2141, 1492], [7896, 2454, 429, 623], [623, 2904], [2808]]"
2257,2257,"[[1238, 1842, 232, 2509, 3209, 394, 110, 874, 1789, 2434, 564, 275, 2463, 1018, 24], [909, 24], [2984], [2917, 1178, 7110, 7149, 232, 1033, 1696, 2808, 8434], [7992, 24]]"
2258,2258,"[[36, 927, 547, 851, 252, 1235, 741, 1280, 4601, 242, 4629, 1078, 4631, 4205, 3749, 1218, 1205, 1652, 1678, 44, 4681, 1719, 4702, 239, 941, 785, 592, 100, 257, 700, 845, 4816, 1216, 2913, 992, 619, 1829, 417], [1444, 555, 1534, 5593, 4331], [1968, 2095, 5593, 142, 7729, 5107, 6990, 5797], [864, 7409, 8044, 5593, 1678, 5411, 8249, 3115, 292, 7310, 1421, 3609, 7522, 2261]]"
2259,2259,"[[493, 241, 3239, 369, 280, 2583, 1099, 1816, 4675, 1018, 1379, 4725, 4213, 2252, 4447, 589, 1782, 4779, 296, 4804, 2163, 4621, 3568, 488], [5180, 2651, 1781, 4424, 3171, 3737, 5548, 4747, 44, 3107, 26, 706], [5357, 7047, 4293, 24, 634, 6169, 5293, 4123, 1648], [664, 2491, 3536, 4992, 1857, 6875, 2610, 3255, 1983, 2768, 1955, 4784, 4049, 696], [6423, 5357, 913, 7778, 1426, 285, 5593, 14, 7017, 189, 7576, 7597, 792, 2003, 37, 5293, 1564, 407], [1754, 7963, 2289, 533, 3557, 4785, 122, 1032, 338, 7933, 1795, 3527, 203, 35, 2327], [1155, 3688, 2528, 1419, 4251, 1866, 189], [3934, 35, 1178]]"
2260,2260,"[[2059, 3453, 3489, 2154, 2865, 2582, 4386], [2734, 4670, 2865, 3140], [3727, 338, 203, 2865, 2251, 1883, 1172, 1876, 35, 344, 1974, 32], [2154, 3140, 3453, 931, 830], [8204], [42, 6390, 7874, 990, 7689], [3133, 1283, 2865, 338, 7874, 703, 8357, 589, 1078, 2059, 25, 5770, 5082, 7322, 2315, 4984], [1023]]"
2261,2261,"[[1023, 2637, 4598, 1629, 1972, 2357, 888, 1879, 4363, 3130, 4325, 4344], [5908, 3557, 1972, 134, 1496, 2798, 136, 3425, 3274, 4037, 4651, 4579, 2991, 5696, 179, 494, 2814, 2357, 481], [3341, 1272, 2964, 1522, 8073], [1972, 3274, 1272, 974]]"
2262,2262,"[[875, 4566, 4653, 292], [1061, 111, 308, 24, 1216], [1128, 1800, 233], [72, 837, 1190, 150, 3025, 1622], [253, 2123, 1384, 1795, 505, 81, 32, 4653, 35, 2332, 122, 203, 521, 27, 2779], [2350, 7953], [2521, 7409], [5621, 2490, 2179, 875, 378, 7461, 8075, 3225], [8036, 6928, 741, 6388], [4653], [1216, 8425, 2749, 7953, 4653, 3370, 3896, 489, 1800, 7697, 4271, 875, 1310, 149, 989, 1634, 1605, 1609, 3136]]"
2263,2263,"[[2113, 2565, 1222], [5704, 15, 1540, 7317], [4506, 5704, 15, 2713, 1456], [1842, 2743, 4268], [7526], [7775, 4251, 1574, 5312], [460, 7777, 7775]]"
2264,2264,"[[466, 3477, 44, 4686, 369, 2910, 3977, 1322, 4810, 1719], [4983, 6018, 868, 823, 435], [5330, 4345, 6206, 4993, 15, 3610, 7002, 1310, 4305, 4528, 5552, 1844], [1730, 503, 196, 151, 7935, 643, 3117, 4732, 457]]"
2265,2265,"[[2939, 4552, 494, 144, 640, 356, 4579, 1702, 599, 1324, 412, 3558, 36, 3349, 1800, 435, 2223, 3649, 369, 1390, 230, 4737, 1622, 2218, 2191, 2063, 2047, 583, 1736, 2372, 4651, 2157, 728, 562, 2140, 2359], [4737, 2372, 3618, 581, 336, 1689, 2063, 3558, 652, 6785, 6399, 5953, 230, 1439, 1800, 466, 5, 6356, 728, 4485, 36, 1621, 6523, 382, 1390, 4256, 356, 499, 23, 1178, 2430, 2201, 435, 3536, 5709, 3752, 7753, 1871, 564, 4382, 1183, 100, 862, 3921, 1918, 3972, 3649], [1621, 1359, 4420, 7178, 6266, 868, 2056, 3168, 1182, 6990, 8222, 1809], [1178, 1049, 5235, 1702, 2218, 2563, 2469, 435, 7172, 3649, 3558, 356, 466, 3545, 3752, 3972, 2142, 7160, 599, 36, 293, 16, 728, 3255, 2352, 4389, 5256, 2063, 1527, 1051, 8014, 54, 583, 230, 4530, 2245, 153, 100, 143, 8041, 2081, 2359, 573, 3349, 305]]"
2266,2266,"[[724, 355, 2404, 414, 840, 4837], [1238, 2998, 2053, 3486], [840, 8480, 2059, 355, 2404, 2455], [4825, 1011, 2066, 338, 8072, 4360, 7002, 715, 7005]]"
2267,2267,"[[522, 493, 355, 36], [1716, 24, 926], [679, 351, 24, 787], [565, 4958], [809, 395], [3577, 2770], [3804], [5273, 270, 2438, 5393, 6821, 6453, 6276, 7930], [270], [4236, 474, 1784, 6276, 5769], [1364, 738, 8125, 926, 5769], [926, 4236, 746], [8214, 8200], [1425, 1364, 751, 3803, 63], [1713, 971, 5273, 3317], [974, 7461, 7800, 4236], [1364, 926, 7447, 1050], [926, 1156, 1302, 4236, 6364], [24, 6077, 4074], [270, 926, 5273]]"
2268,2268,"[[36, 4604, 3369, 4711, 1718, 1570, 3007], [4439], [115, 862, 44, 7422, 27, 3427], [1718, 903, 4102, 7013, 6990, 6781, 7353, 5265, 6719, 3427, 494, 3172, 5581], [37, 1718, 1543, 5265, 1621], [1510, 93, 1168, 276, 2470, 521, 16, 906, 1083, 2719, 1259, 7102, 3542, 2160, 1400, 3445, 7691, 3355, 1082, 879, 6719, 8110]]"
2269,2269,"[[1993, 325, 319], [961, 5745, 3440], [5745, 659, 602, 522, 4250], [4006, 1050, 1544, 7286, 3519, 3432, 671], [7627, 7002, 6131]]"
2270,2270,"[[232, 2983, 2988], [1315, 855, 1454, 751, 1006, 3013, 3256, 1498, 1497], [166, 2983], [2964, 7496, 6020, 1454, 1497, 232, 7316, 1315, 5992], [5860], [6350, 7316, 44, 5843, 1163], [6230, 7298, 1207, 6292, 232, 2346], [7316, 134, 44, 2665, 1497, 814, 6627], [713, 224, 814, 134, 232, 2346, 1454, 2857], [1485, 571, 1059, 2107, 5269, 842], [480, 8159, 1454], [4484, 232, 5992], [7110], [2915, 5221, 3359, 521, 224, 4525, 319, 1454, 3382, 7013, 814, 232], [7283, 835, 232], [261, 814, 7790, 3307, 1454, 7013, 521], [1082, 27, 1047, 8068]]"
2271,2271,"[[3025, 1719, 24, 100, 3483, 4345, 3362, 713, 4464, 1374], [1087, 3080], [875, 768, 2320, 241, 3820, 5202, 333, 1968, 3184, 3576, 76, 6774, 5362, 3187, 2334, 3227, 1686], [36, 590], [715, 3611, 2481, 357, 36], [1242, 134, 3986, 24, 3611, 4451]]"
2272,2272,"[[357, 44, 888, 774, 3918, 608, 917, 586, 234], [4999, 5848, 3130, 1916, 195, 774, 24, 1711, 2250], [774, 5185, 36, 1162, 1751, 390, 109], [197, 6791, 44, 7427, 361, 129, 5366], [357, 5097, 864, 5889, 774, 4544], [5889, 109, 4544, 254, 129, 7983, 7954], [361, 4724, 5889, 4191, 1018]]"
2273,2273,"[[2064, 1222, 4704, 2998, 4634, 4441, 1885, 2158], [1875, 5496, 5107, 1628, 6025], [2979], [895, 4737, 5173, 1621, 68, 1078, 2685], [1288, 1517, 2625, 7601, 682, 3764], [2625, 7601], [7601], [952, 2018, 8430, 3575, 927, 1526, 7777, 1078, 1785, 2625, 1390], [4759, 1379, 8430, 450], [267, 1391], [1033, 3716, 1948, 2071, 1138], [56, 1139], [3716], [109], [412, 1139, 109, 5255, 56, 7502]]"
2274,2274,"[[2909, 3807, 3013, 608], [394], [1312, 4446], [840, 7110, 1344, 5298, 641, 977, 7564, 461], [7798], [203, 1256, 2255], [35, 1937, 7963, 1763, 608, 1075, 32, 203], [7777, 313], [200, 340, 5298, 173, 1385], [5889, 3601, 7153], [8274]]"
2275,2275,"[[132, 128, 3083, 339, 713], [1600, 3362], [1251, 1446, 1375, 1924, 112, 651, 1081], [314, 5841, 278, 6759, 66, 303, 5878, 577, 7430, 7700, 4138, 6027], [303, 546, 128, 899, 1866, 7467, 5276, 1800, 8374]]"
2276,2276,"[[355, 135, 232, 2919, 41], [981, 135, 2251, 928, 689, 2763], [909, 4824], [486, 2136, 292, 1678, 24, 274, 540], [3060, 5388, 4514, 3517, 41, 135, 1178, 7525, 4448, 960], [4569, 8228], [4323, 8340, 2221, 141], [125, 7002, 1178, 1784], [1446, 125, 3691, 6329]]"
2277,2277,"[[4534, 4535, 3639, 713, 4296, 151, 1833, 4265], [477, 713, 4544, 4265, 151, 2657, 2, 1396], [1520, 6381], [2657], [3478, 4443, 151, 3135, 1833, 6219], [198, 4828], [1609, 7009, 2657, 151, 1157, 4265, 4534], [2337, 3052, 1396], [299, 4322], [4265, 4419, 2657, 5249], [4459, 6127, 4534], [460]]"
2278,2278,"[[3377, 1279, 871, 3060, 2160, 743, 490, 466, 4706, 1624, 863, 369, 394], [2745, 527, 2362], [6069], [127, 160, 6035], [369, 466, 493]]"
2279,2279,"[[300, 24, 87, 446], [4269, 4239, 1825, 445, 1373, 6124, 3559], [2586, 3528, 4719, 5222, 805], [2780, 6862], [5317, 8048], [8259, 8430, 8163], [4249, 3894, 3139, 1213], [2898, 6228, 7636, 6195, 2912, 7775, 4162, 361, 197, 1662, 5280, 1472, 3040, 1106, 5727, 7425]]"
2280,2280,"[[994, 1023, 1247, 4769, 4831], [8309, 542, 3966], [7654, 2638], [5263, 2611, 4049, 2609, 3830, 1651, 581, 6719, 1095]]"
2281,2281,"[[3085, 3290, 1367, 2345, 4793], [5846, 1078, 7211, 7480, 3445, 44, 3925, 4783, 2518], [3120, 2634, 2038, 5079, 2030], [4945, 1781, 3516, 2030], [3304, 5223, 7891], [6934, 6186, 2749, 6560, 2895, 1228, 2030], [7790, 3565], [7361, 3724, 4283, 4001, 3346, 151, 2783, 2749, 8291, 2511], [319]]"
2282,2282,"[[2881, 106, 1335, 4682, 4755, 1338, 1984, 2645, 4786], [5073, 4358, 890, 766, 3221], [7151, 1572, 36, 6291], [8006, 3321], [5682, 8050, 2985, 4282, 765], [8308, 2941, 2799, 2115], [56, 4344, 7933, 7004, 7963]]"
2283,2283,"[[1209, 3630, 580, 2954, 4640, 965, 4707, 868, 2904, 1719, 4530, 242, 1793], [4994, 3630], [466, 2337, 2904, 965], [4341, 1178, 152, 1622, 2954, 2444, 7519, 736, 5291, 4828, 2336, 1749, 3630], [2337, 1209, 4828], [2659, 968, 3208, 840], [1793, 7576, 2139, 965, 1826, 2444, 3556, 2904, 107, 2337, 3630, 2724], [3287, 1826, 7799, 466, 1578, 7775, 24], [2724, 2139, 3630, 965, 2444, 1793, 2262], [7649, 12, 1581, 868, 3115, 5496, 242, 24, 451, 4741], [4994, 242, 2444, 7775, 3630, 2139, 3052, 965], [7691, 4205, 3457, 1564, 1023, 2659, 1182, 3449, 1833], [466, 8222, 3165, 2954, 3085, 3630, 2904, 4994, 242, 2724]]"
2284,2284,"[[1329, 3290, 1691, 2760], [24], [1329, 1990, 159, 2760], [472, 741], [5037, 971, 36, 197, 958, 159], [638, 1205, 2071], [2419, 486, 159, 2760, 2779], [4458, 1936, 486], [1561, 27, 1022, 2527, 4209, 2481, 7449, 5681, 1739, 864, 2030], [2779], [741, 5255, 8007, 2221], [6072], [2071, 4097, 3438], [77, 804, 7526, 6032, 864, 8480, 1206], [1713, 1121, 2456, 3383, 2760, 958, 1596], [1206, 159, 8126, 2760, 24, 7691], [27, 8492, 1296, 7876]]"
2285,2285,"[[3526, 746, 2076, 4646, 4649, 37, 4741, 3239, 1866, 271, 313, 3175, 2515, 3026, 3590], [1344, 66, 2076], [3526, 313, 1344, 1866, 3192, 37, 33, 4521], [608, 361, 1244, 2587, 2481, 7398, 4236, 1082, 1866, 6074, 1337, 2076, 313, 8024]]"
2286,2286,"[[924, 2382, 2559, 599], [941, 2559, 1681, 5328, 87, 2524], [2559, 5893, 5315, 1081, 908, 1178, 6896], [5565, 5577, 5798, 2803, 813, 2559, 4152], [7061, 1378], [27, 7322, 6807, 5798, 6897, 3443], [4110, 1205], [7606, 27, 1867, 2559, 4219], [394, 4219, 2559], [339, 8131, 8096], [4405, 4161, 3259, 8086, 2346, 2559, 1378, 4512, 1045, 7409, 1478], [3981, 2794, 2160, 2803], [5798, 1169, 2559, 6771, 160, 1081, 2803], [177, 8180, 1081, 8410, 1844, 3211, 2247, 3049, 368, 3902, 7019, 4219, 7898, 2866], [1222, 3204, 6771, 8410], [3138, 2524, 2337, 8131], [3709, 577, 3070, 3981, 5954, 7898, 661, 1505, 2109, 493, 2341, 7004, 616, 43], [259, 3049, 7423, 602, 1872, 7573, 3383, 1540], [361, 2337, 369, 2252, 3052, 7355, 1515, 868], [8182, 2559, 4682, 1081, 2134, 7423, 1795, 3204, 247, 8490, 3270, 7898, 979, 741, 2346], [2736, 4646, 931, 5954, 2337, 8131]]"
2287,2287,"[[4541, 257, 1864, 546, 122, 134, 247, 693, 24, 2282, 446, 1396, 533, 32, 2714, 81, 4762, 35, 2385, 241, 43, 1937, 2661, 1581, 549, 5139, 4875], [3188, 1543, 59, 6688, 803, 2968, 361, 122, 6711, 868, 6716, 4386, 2595, 996, 2282, 1147, 1642, 922, 3987, 249, 3175, 6435, 3687, 35, 3263, 5395, 1182, 2073, 3729, 513, 1272, 6127, 533, 5197, 1006, 768], [14, 3009, 533, 4677, 4391, 6046, 716, 43, 5555], [3638, 3508, 1937, 2899, 1522, 2382, 5894, 33, 4049, 32, 81, 796, 1721, 5066, 2968, 43, 8049, 1026, 3340, 2279, 930, 2224, 818, 2808, 2369, 426, 2452, 12, 7156, 249, 122, 1147, 1123, 4092, 203, 30, 1248, 1756, 2490, 4541, 446, 931, 1272, 115, 5555], [930, 1018, 6074, 3934, 1169, 863, 1396, 3454, 1235, 1123, 3722, 2052, 2461, 1182, 5816, 931, 5994, 1969, 7799, 3433, 7564, 6423, 4975, 2848, 1583, 2295], [1182, 3085, 12, 868, 4277, 81, 30, 1285, 4318, 8103, 43, 2461, 594, 6716, 4419, 8458, 32, 849, 667, 6127, 1216, 2310, 1172, 100, 249, 35, 2073, 563, 203, 6963, 1059, 1581], [5897, 8489, 3522, 1099, 927, 2708, 2620, 549, 1174, 546, 1106, 1544, 3568, 266, 273, 2191, 8219, 1444, 361, 796, 6716, 1824], [776, 1581, 616, 247, 6908, 12, 6091, 796, 5682]]"
2288,2288,"[[1450, 338, 563, 2200, 1359, 4647, 4118, 643], [3641], [6620, 2241, 4842, 2788, 540, 58, 1719, 6191, 3120, 24], [907], [638], [2221], [8073], [713], [1855], [117, 8438, 8415, 2749, 7872, 5704, 1621, 177, 3826, 2835, 1367], [4381]]"
2289,2289,"[[1262, 161, 2584, 2297, 2749, 1069, 1845, 1719, 1819], [3991, 3962, 938, 224, 918, 1816, 1305, 1013, 1262], [2749, 7438, 3489, 2001, 2023, 2674, 48, 1719], [6576, 1739, 4111], [2044, 1262, 2749, 7882, 2469, 1621]]"
2290,2290,"[[849, 209, 4277, 4209, 859, 2273, 5156, 594, 2891, 3690, 2742], [3117, 88, 1582, 913, 4499, 868, 30, 621], [2955, 7073, 3386, 3251], [7860, 2578, 868, 298, 977, 88, 7421]]"
2291,2291,"[[106, 1017, 4439, 3145], [522, 656, 787, 1621, 224], [679, 538, 522], [224, 952, 319]]"
2292,2292,"[[3120, 1758, 4745], [3789], [2221], [917, 203, 5298, 1104, 81, 683, 32, 5096, 1711], [8118], [4052, 87, 8430, 1519, 106, 8268], [7110, 1390, 1796, 6268, 134, 1570], [8345, 4192, 8219], [8241], [68, 616, 6000], [921, 151, 5058, 4530, 6825], [1395, 683, 590, 1796, 7409, 81, 917, 533, 1079], [232, 208, 203, 81, 533], [1796], [8249, 8090, 283, 266, 1519, 1784, 121, 4177, 8245, 8480], [8327], [8219]]"
2293,2293,"[[2466, 87, 1621, 4296, 2862, 232, 2841, 1796], [1044, 2719, 7015, 3868, 232, 698, 862, 4893], [3907, 2841, 6365, 1621, 361, 3289, 521, 7154, 7448], [1106, 3907, 238, 5403, 2201, 115, 3868, 4872], [4893, 171], [1621, 8099, 3659, 2841], [672, 1621, 6365], [7588, 1044, 473, 459, 8212, 4381, 6002, 8163, 8308, 8261, 5298, 8366, 785, 8233, 524, 2481, 909, 2099, 8430, 3438, 8292, 1103, 115], [3457, 232, 6791, 7015, 1621, 2201, 24, 4919, 2681]]"
2294,2294,"[[4543, 3275, 908, 760, 222, 100, 2376, 366, 1102, 3369, 388, 114, 3312, 369, 1873], [1818, 4172, 1990, 4395, 3067, 338], [581, 3135, 552, 7466, 1818], [554], [6934, 1923, 7928, 338, 2516, 4304, 5115, 2095, 2265, 709], [546, 1557], [3886, 2977], [24, 119, 738, 134], [2109, 7002, 4360, 7680]]"
2295,2295,"[[4544, 4571], [1298, 8, 5433, 1638, 4170, 2728, 3777, 4869, 2770, 7758, 855, 2201], [2199, 1859], [6913], [7033, 7601], [2732, 7110, 1609], [1030, 2201, 4866], [648, 738, 8013], [55, 666, 32, 1026, 1883, 5923, 2461], [7110], [298, 837, 240, 2739, 7110, 5366], [7110, 2461, 4510, 7148], [4484, 2119, 2770, 1682, 2201, 1440], [394, 2461], [4303], [267, 579, 1178, 209, 1781, 4615], [82, 2201, 24]]"
2296,2296,"[[1281, 2577], [822, 5909, 1155, 1370], [581, 4938, 1177, 3566], [3308, 3078, 581], [1177, 4363, 3106], [5153, 8131, 6113, 7128], [3308, 5253]]"
